F1,TS222,TS223,TS224,TS225,TS226,TS227,TS228,TS230,TS231,TS232,TS233,TS234,TS235,TS236,TS237,TS239,TS240,TS241,TS242,TS243,TS244,TS245,TS246,TS247
cg03699843,0.321153976,0.316267466,0.289254175,0.28767015,0.286403648,0.270120564,0.305875525,0.338446306,0.2952102,0.273116164,0.248640792,0.317786923,0.2810901,0.278557604,0.290324996,0.326849908,0.335611651,0.277771312,0.28616512,0.348366398,0.312700568,0.334536263,0.277654411,0.30459624
cg03720745,0.388348494,0.367663555,0.391151036,0.403581706,0.417781015,0.414279121,0.385858796,0.392771802,0.396225365,0.384006915,0.357145959,0.417241045,0.401543782,0.477536484,0.400647243,0.431873771,0.404421929,0.410498294,0.430668915,0.433381225,0.455717807,0.452825159,0.403528523,0.407850804
cg03758011,0.107599452,0.136760704,0.074661192,0.096439758,0.105248269,0.08064305,0.09054632,0.064620361,0.115262965,0.126406874,0.069775116,0.087878764,0.0949042,0.142748326,0.095093373,0.161116162,0.075642226,0.089233107,0.077094187,0.065795954,0.126508289,0.087336872,0.072259709,0.104432186
cg03771282,0.427921345,0.437474644,0.460151834,0.43693038,0.443307595,0.459612641,0.443125787,0.431549145,0.404729653,0.458621802,0.448621637,0.458991321,0.481692412,0.450633392,0.437325787,0.448556129,0.414762877,0.412691018,0.459584464,0.393383446,0.483050657,0.400763157,0.401005752,0.486686561
cg03780927,0.224467453,0.187985272,0.213905722,0.145901589,0.16708068,0.158449218,0.148614136,0.147000542,0.170596899,0.168771741,0.158090282,0.143761095,0.187214776,0.272261596,0.224901904,0.195410595,0.21805522,0.175312734,0.156446729,0.222730467,0.160960288,0.249062944,0.160407341,0.195784046
cg03792788,0.433435786,0.434696149,0.461627063,0.455537962,0.426739525,0.442236604,0.479491702,0.462936553,0.467651843,0.448644135,0.469217557,0.467972672,0.402303536,0.499246172,0.509170571,0.518414914,0.452856776,0.444605726,0.411580837,0.505578814,0.51391509,0.465919367,0.476175307,0.462043132
cg03798942,0.332287564,0.317238333,0.282403308,0.321065741,0.323391796,0.301367281,0.339461671,0.292413509,0.300121255,0.323569561,0.292554668,0.302963055,0.332234426,0.261622638,0.302315246,0.325450353,0.285142658,0.332505176,0.300235013,0.289652397,0.341595486,0.31800345,0.321450566,0.333019454
cg03835824,0.558223856,0.571431816,0.568120343,0.54564425,0.528019807,0.545546305,0.539518014,0.596099696,0.542384861,0.539277041,0.55127557,0.573450217,0.561623897,0.569709117,0.573071691,0.596480531,0.588734595,0.561751555,0.526594532,0.633638458,0.557118267,0.616763911,0.565867746,0.594283722
cg03837680,0.246449868,0.229700239,0.21847779,0.216719652,0.224415339,0.195566066,0.173227936,0.199609548,0.192968643,0.232891619,0.180474414,0.202381006,0.232884942,0.310483927,0.27311168,0.231392096,0.244981589,0.209417154,0.192302055,0.24562613,0.196820054,0.271550037,0.203385897,0.228907882
cg03844971,0.101366537,0.07830806,0.083377408,0.072257014,0.070236726,0.081732303,0.073936794,0.069745501,0.084801878,0.081982215,0.062332478,0.085242534,0.080243679,0.144846987,0.128461894,0.103210213,0.095075207,0.058772889,0.072570951,0.087453508,0.073983494,0.112274446,0.076765996,0.088170339
cg03845363,0.31015911,0.348103999,0.349537348,0.312688493,0.328593322,0.330213409,0.329732403,0.326105345,0.332988052,0.310259424,0.34198621,0.33518092,0.32986092,0.285903735,0.306799629,0.318057254,0.316434749,0.352491834,0.320935792,0.335926759,0.339184314,0.29769421,0.344685453,0.327588987
cg03846111,0.619203247,0.562609797,0.593627001,0.59787424,0.653798651,0.567803402,0.54109765,0.543781924,0.624903215,0.574162227,0.521572224,0.537048422,0.514926759,0.563108124,0.568549865,0.530458964,0.55117252,0.627140381,0.577215629,0.576354549,0.531631722,0.621943963,0.560964688,0.619663989
cg03867607,0.187066782,0.185590195,0.144496684,0.172348773,0.144514734,0.154021805,0.184654537,0.173382897,0.156595202,0.197678799,0.170159162,0.134923876,0.178568275,0.149581582,0.135001447,0.180248827,0.154064392,0.16143353,0.131884686,0.176549738,0.18687504,0.181941645,0.140956988,0.185694705
cg03872934,0.431997962,0.435303915,0.451722106,0.40739575,0.442679215,0.44395899,0.425275304,0.45163665,0.427058788,0.43426465,0.403421357,0.433448964,0.430133311,0.402288276,0.430237426,0.433987135,0.424257924,0.434282268,0.41103378,0.41853053,0.427266832,0.420627357,0.416276806,0.430593844
cg03875678,0.368479955,0.374591255,0.401411023,0.389678086,0.459967955,0.399694869,0.443179795,0.411738217,0.474568595,0.375332079,0.418553008,0.392020268,0.387593102,0.385394057,0.375523997,0.429697248,0.380522433,0.472615609,0.423086472,0.421716058,0.471754491,0.405847548,0.450651089,0.38980697
cg03889044,0.45056292,0.455095912,0.533070186,0.488971202,0.499696606,0.537818079,0.516898274,0.492844321,0.444555244,0.491800876,0.540752713,0.516220332,0.52046222,0.48374438,0.465294389,0.488979048,0.471313019,0.448375818,0.503015838,0.437371477,0.531398241,0.44540062,0.453513724,0.478876925
cg03889263,0.210284716,0.172000438,0.169533433,0.165441062,0.152493178,0.157186647,0.180503491,0.157739027,0.152483775,0.175613122,0.142858286,0.151325409,0.168679891,0.24037321,0.202435339,0.182782105,0.179833568,0.18880371,0.141074647,0.211119067,0.176969851,0.215875353,0.155378975,0.18311812
cg03907390,0.15091858,0.144574353,0.152388358,0.154981771,0.159862036,0.126732021,0.143229893,0.129009147,0.13970765,0.180005184,0.099858683,0.164797569,0.148451814,0.25102286,0.220225448,0.172994169,0.202889932,0.122634232,0.127395091,0.148551666,0.108064139,0.18817303,0.133743963,0.140471128
cg03930153,0.534251661,0.542524557,0.522688015,0.549512209,0.522126409,0.575127866,0.589450896,0.530228708,0.547999843,0.479188735,0.512490891,0.536260822,0.538658905,0.53942436,0.447336397,0.522290455,0.577119662,0.516653992,0.472452695,0.467215375,0.57645355,0.491904453,0.473781363,0.521720419
cg03987648,0.675032334,0.682756135,0.667585635,0.647322745,0.693766807,0.645212681,0.630481499,0.651047107,0.617174372,0.640615302,0.64234995,0.698203549,0.679277401,0.661682043,0.653503665,0.6424728,0.655401981,0.659471406,0.674235057,0.64220383,0.654227208,0.669137479,0.630212295,0.669005571
cg03989617,0.235031627,0.230932958,0.232234114,0.209313784,0.202712112,0.208072326,0.209574845,0.200788163,0.2252285,0.227018131,0.190056654,0.222908325,0.226143978,0.309511534,0.283857481,0.254230233,0.242244921,0.231840402,0.204092878,0.266186413,0.198266434,0.284347136,0.218814566,0.235352744
cg03992638,0.226563272,0.219141777,0.220949764,0.243665039,0.202773395,0.195304934,0.222590525,0.23071593,0.258013717,0.217052367,0.192418642,0.22941669,0.190606758,0.234942245,0.231637389,0.238989651,0.249650765,0.282464482,0.241863886,0.304273422,0.207707895,0.27932994,0.27796779,0.209222711
cg04002794,0.101474928,0.117315859,0.096291267,0.118625308,0.096226429,0.092607877,0.130425674,0.128820565,0.128500507,0.118414297,0.114707904,0.100274444,0.094497878,0.107915615,0.098238372,0.138608421,0.125400067,0.13932955,0.092433555,0.12243725,0.119990119,0.11116599,0.125974713,0.113066133
cg04012931,0.086936496,0.067552471,0.078989342,0.068708433,0.070676589,0.080001666,0.068242192,0.075214625,0.060344325,0.077199652,0.050673246,0.070247701,0.073195017,0.119618637,0.094771743,0.085848955,0.078892522,0.077329116,0.052363088,0.086489802,0.074958406,0.092971123,0.067372809,0.082086199
cg04042861,0.535848549,0.493691004,0.545701008,0.48392762,0.526188793,0.54071213,0.527466419,0.480331637,0.488224058,0.502377228,0.51930772,0.504953568,0.568435015,0.473686379,0.468270592,0.542757916,0.473165586,0.517167566,0.550829115,0.403533358,0.551979267,0.456216209,0.446368745,0.515959171
cg04052013,0.484047256,0.490544023,0.480779093,0.497963396,0.478066384,0.477294718,0.46396321,0.494239921,0.468408002,0.467363719,0.496841489,0.469830065,0.480001452,0.439279159,0.47054966,0.486974446,0.455909921,0.479477322,0.509782454,0.449864938,0.487315974,0.479141955,0.489834661,0.48808243
cg04071779,0.243911448,0.292457767,0.237401151,0.255860639,0.237117261,0.206163797,0.206603475,0.257080962,0.286421636,0.261279657,0.209879158,0.252923483,0.214382279,0.22934397,0.250409005,0.254719337,0.274281421,0.297365379,0.226701535,0.287157404,0.223769084,0.282513716,0.277582743,0.253432427
cg04102161,0.319884714,0.398515205,0.318835627,0.289034176,0.305805042,0.304251728,0.280939944,0.295073122,0.300364801,0.355094074,0.324036813,0.366160091,0.33200919,0.351825998,0.323629522,0.319339923,0.412043168,0.292606544,0.323538291,0.383888208,0.320428233,0.411169944,0.301470801,0.33776598
cg04102510,0.168045402,0.193353677,0.183903535,0.200963389,0.194744647,0.191845894,0.173207506,0.198869778,0.181851795,0.193973872,0.18946778,0.184163552,0.17397441,0.162987682,0.169130813,0.185250678,0.174357571,0.156471835,0.175775704,0.176680644,0.200811002,0.163327443,0.17528919,0.182349987
cg04110105,0.104408686,0.095430835,0.099983157,0.07676973,0.076516113,0.093685494,0.08540919,0.083980487,0.0922095,0.093103028,0.073360304,0.076275572,0.075874014,0.143697314,0.125155745,0.099657044,0.110532397,0.105709189,0.088935094,0.110076639,0.088051161,0.102159437,0.075878528,0.081506079
cg04111102,0.182292041,0.105142324,0.157843223,0.171699956,0.139254286,0.176324067,0.184231667,0.140602644,0.182327212,0.167678888,0.096891943,0.129022831,0.165551475,0.109587583,0.106544674,0.122713739,0.114704997,0.179199051,0.160622225,0.154087139,0.189866487,0.106808712,0.17974106,0.142364499
cg04111789,0.128526193,0.109837261,0.093689628,0.096909281,0.083614617,0.094550714,0.109164726,0.106946425,0.100610096,0.117422897,0.093671318,0.104849693,0.100406499,0.09734958,0.104380852,0.108730673,0.089952165,0.105689452,0.114899185,0.118101837,0.125292261,0.083795462,0.099558839,0.109242987
cg04136456,0.172119977,0.211425346,0.159344969,0.185588826,0.168052683,0.156130907,0.171482971,0.156969583,0.181850913,0.168711426,0.145144223,0.168842758,0.176753793,0.171955825,0.18055342,0.192319381,0.195444153,0.214848808,0.214473643,0.240372312,0.149778981,0.233898533,0.186304056,0.138149754
cg04136484,0.428900213,0.440432888,0.486424947,0.44550657,0.466670435,0.491772446,0.462213149,0.469651844,0.432001785,0.452880889,0.457489161,0.490386319,0.48340046,0.473782441,0.432522768,0.474198994,0.445533781,0.442900084,0.488067474,0.426902985,0.477416579,0.44520922,0.428344031,0.456540071
cg04213163,0.5944125,0.598035555,0.648887191,0.630099896,0.615510076,0.599272732,0.668482091,0.598672382,0.636220701,0.586743154,0.597626644,0.630392081,0.642891044,0.577972236,0.589879259,0.620370451,0.58876876,0.595725439,0.605536845,0.591620362,0.641930616,0.589043876,0.612699849,0.604989322
cg04273422,0.218353918,0.227702215,0.188095627,0.204622775,0.198586022,0.182684097,0.199727285,0.217671889,0.202754011,0.21215853,0.179808927,0.207695155,0.194651281,0.244062828,0.226038752,0.225534107,0.204271416,0.24683981,0.210161779,0.241257817,0.20857165,0.233792884,0.208855456,0.216591004
cg04316353,0.223530097,0.234183387,0.191154195,0.225252328,0.204382471,0.192330822,0.224854105,0.221677418,0.220648553,0.240319128,0.217494899,0.189598265,0.222320497,0.224599452,0.234051329,0.232814981,0.199829513,0.260262785,0.214202594,0.267370546,0.225648154,0.243762084,0.237796488,0.231286299
cg04340502,0.316797393,0.332065476,0.287008834,0.306528963,0.325958744,0.278464533,0.298344762,0.295118727,0.28610573,0.323955296,0.32610516,0.2989265,0.330190284,0.311476836,0.326653513,0.303145899,0.293253356,0.309807997,0.304338141,0.325873755,0.346872583,0.313658067,0.329921075,0.32179238
cg04354393,0.190483867,0.192836725,0.166772942,0.166995217,0.177274049,0.142761771,0.148108427,0.196748865,0.213534977,0.202138791,0.151144598,0.223645202,0.190451339,0.207637107,0.198552347,0.213771174,0.188284679,0.211022845,0.201394684,0.238248992,0.180526199,0.238343703,0.245068451,0.212513536
cg04391186,0.504685193,0.482407703,0.576288688,0.486965936,0.576811712,0.52879275,0.59134794,0.54409578,0.606468656,0.530168415,0.638814528,0.506750471,0.492152495,0.515584535,0.462736166,0.514332245,0.530701573,0.558173655,0.5308374,0.576442424,0.54586507,0.534681746,0.547919537,0.495920852
cg04425617,0.27127485,0.28600264,0.27545864,0.260643945,0.272804698,0.239703535,0.231368915,0.288640469,0.327451737,0.287281975,0.234248402,0.274406099,0.226054561,0.266930811,0.274495719,0.29244939,0.296442806,0.328503368,0.258492156,0.338368031,0.221451011,0.301269978,0.331136834,0.300182827
cg04441857,0.145408447,0.18424424,0.130976208,0.166245983,0.176807049,0.127665012,0.125024897,0.128164988,0.130327769,0.194400302,0.147355483,0.120635121,0.177132613,0.113869783,0.132785328,0.177528111,0.104140591,0.185121511,0.143855093,0.148287504,0.148250874,0.182975471,0.155620795,0.172582145
cg04453471,0.401610048,0.436020143,0.432732781,0.434195476,0.43159188,0.419456887,0.426031791,0.444141411,0.414581208,0.418831072,0.41478232,0.442350358,0.449214664,0.367362462,0.397430633,0.444647799,0.393770739,0.461673123,0.439431173,0.420471426,0.44266604,0.386471928,0.435723461,0.463950834
cg04464940,0.156563945,0.161197091,0.135186885,0.142997014,0.13331744,0.137431063,0.20665356,0.148619456,0.145049946,0.149831873,0.120142457,0.168627812,0.141086576,0.108835169,0.16391923,0.164612163,0.133990392,0.142731625,0.13757766,0.159081824,0.16528943,0.126399638,0.202248339,0.126424483
cg04466898,0.130236011,0.134663861,0.107841236,0.175514911,0.144278307,0.132872122,0.135665404,0.129535069,0.101372083,0.173642211,0.14867919,0.09487457,0.158920683,0.105695963,0.134730014,0.141895577,0.101481595,0.11417331,0.133005783,0.131089876,0.150466083,0.148688226,0.158032041,0.154887892
cg04467093,0.414179336,0.432274926,0.444218583,0.441260864,0.473762612,0.424608704,0.410566772,0.468043584,0.429305598,0.42702434,0.438974963,0.491079357,0.470791727,0.498021071,0.434775687,0.486008446,0.488452093,0.415907819,0.447789381,0.439567827,0.487270216,0.476506605,0.483613687,0.468498427
cg04499151,0.069583107,0.080155889,0.059576909,0.080138848,0.078118971,0.060368226,0.074072386,0.081713398,0.066939851,0.08337404,0.070579546,0.06609776,0.057268043,0.068891632,0.069893246,0.080921562,0.068899623,0.080383357,0.069018731,0.068802321,0.071806914,0.079747672,0.066614532,0.064754687
cg04514998,0.253203411,0.326546668,0.286358722,0.281346033,0.312330244,0.305426115,0.287933338,0.258674297,0.227315504,0.332434166,0.287457341,0.2460148,0.273600203,0.217957561,0.267090715,0.240382611,0.308173686,0.244241532,0.224576045,0.258954205,0.301656468,0.229106671,0.262045857,0.256613927
cg04529938,0.276009635,0.286846771,0.251561837,0.251624506,0.253376053,0.224768904,0.242840065,0.266811052,0.305786905,0.28549379,0.236632861,0.27502499,0.228006615,0.292843662,0.276857024,0.299990269,0.271165407,0.293325125,0.256919182,0.317390777,0.240409227,0.307144762,0.289361494,0.282701702
cg04630823,0.381157124,0.411160852,0.449923246,0.414984497,0.438881726,0.460330005,0.40335993,0.437976536,0.396514948,0.445131872,0.47086313,0.460097086,0.439068917,0.346183702,0.368873001,0.437021344,0.38353191,0.379650403,0.458062,0.354255186,0.444002838,0.348869029,0.402547177,0.439914226
cg04632069,0.076842613,0.077404682,0.087322188,0.060588562,0.091395343,0.07895174,0.058013306,0.080085891,0.070624718,0.074452787,0.071687441,0.083483973,0.073038419,0.133804919,0.098460796,0.088242891,0.095676752,0.056465197,0.057879219,0.081840158,0.065910662,0.090266688,0.064362671,0.083745611
cg04681489,0.130072406,0.121250958,0.126088389,0.135107666,0.113919918,0.11531186,0.095257499,0.131000402,0.134726459,0.144477394,0.085891882,0.154163175,0.100056702,0.140453973,0.135647929,0.123106336,0.099262877,0.148296823,0.141996871,0.158631605,0.10058471,0.179821081,0.13516819,0.152651913
cg04706201,0.309635663,0.31531583,0.298495715,0.275199767,0.265758414,0.274434909,0.274804495,0.300846236,0.299792646,0.26609288,0.267380522,0.273649438,0.287277542,0.295517483,0.315312702,0.308245502,0.315841495,0.315007621,0.30576154,0.319823542,0.306463663,0.324809904,0.300895946,0.284689136
cg04718050,0.301573145,0.310520201,0.388359362,0.366207215,0.35473634,0.402221971,0.373310429,0.358620022,0.310591737,0.346429833,0.373924134,0.378058008,0.368758881,0.326162916,0.307927217,0.356861953,0.319202274,0.309245663,0.355699887,0.284901905,0.360695634,0.298025376,0.313405154,0.329131108
cg04728978,0.409639892,0.43880312,0.406237643,0.398224792,0.3800402,0.462139011,0.446061339,0.44409302,0.384360398,0.423129588,0.432884817,0.456586533,0.435481891,0.409283257,0.419234867,0.459951325,0.453795143,0.383418908,0.44258007,0.369691971,0.471697666,0.423715385,0.390418785,0.388590515
cg04742550,0.293236839,0.289633486,0.239023748,0.282151396,0.25448712,0.201623192,0.27216972,0.282462806,0.332343247,0.292386811,0.198726577,0.263335911,0.221676817,0.244926802,0.295011004,0.28420921,0.287526343,0.340528333,0.254004204,0.3839367,0.21837594,0.338992748,0.343476355,0.227407769
cg04753163,0.151922092,0.147125379,0.139140552,0.132780413,0.13422789,0.143691393,0.169728605,0.156533852,0.169157221,0.168333462,0.132890438,0.153027786,0.14982363,0.133215454,0.131081782,0.170453848,0.136643703,0.161640434,0.144242868,0.164731649,0.145749742,0.159009723,0.134957249,0.151380852
cg04754652,0.184668328,0.250170347,0.247828609,0.238256488,0.278325511,0.296444259,0.210655817,0.17916204,0.227666276,0.244154911,0.277682765,0.201536674,0.289534886,0.171227956,0.166842066,0.218629854,0.193034958,0.204775797,0.297282387,0.155587167,0.284128639,0.171649888,0.178202335,0.20262541
cg04790874,0.310314699,0.326464914,0.299583514,0.31759631,0.317339039,0.290439093,0.280239711,0.307737514,0.296653345,0.31498918,0.280816843,0.293247339,0.298827865,0.395395933,0.361438585,0.316975174,0.327698312,0.326034923,0.297393917,0.356004941,0.272138246,0.360298674,0.299118194,0.294709839
cg04797323,0.097483496,0.11307987,0.098118896,0.110892671,0.110364596,0.093939373,0.105666307,0.098974741,0.112164391,0.126519809,0.08642138,0.152204838,0.103504968,0.165928343,0.171123393,0.113238178,0.133430969,0.180594551,0.117593088,0.162870504,0.095381654,0.204366418,0.151267936,0.117258881
cg04812347,0.073362418,0.075228298,0.091151972,0.074309602,0.085072977,0.061225372,0.068459461,0.072653897,0.068143201,0.093909066,0.080450508,0.072729738,0.068533001,0.107961363,0.104114511,0.086370853,0.096069431,0.074099717,0.077285415,0.092020476,0.079261702,0.095046831,0.082211103,0.074956648
cg04813697,0.578339239,0.545714306,0.589760332,0.57401465,0.57095149,0.594649234,0.588309488,0.560387717,0.582688325,0.584503257,0.536862175,0.574061822,0.563700643,0.50073532,0.522778612,0.550145709,0.54163309,0.561009853,0.562836284,0.564719872,0.578579947,0.525369444,0.568457504,0.585783473
cg04839131,0.243721319,0.237991106,0.273353428,0.314878311,0.267917649,0.229285833,0.259367814,0.311919573,0.248129443,0.283412798,0.242378614,0.251146713,0.225841565,0.216938799,0.254451209,0.276887941,0.282560542,0.29419451,0.213512442,0.307745385,0.230962951,0.339186413,0.28650448,0.294332702
cg04852339,0.683607369,0.663455908,0.694567285,0.65941911,0.672498563,0.68920081,0.640884487,0.650217085,0.653856793,0.647379884,0.684436531,0.696229412,0.681780883,0.64170031,0.651889617,0.640454417,0.663884846,0.682343435,0.698395818,0.70103573,0.700541394,0.660745242,0.685182742,0.67781899
cg04892187,0.548503111,0.576928089,0.614026576,0.567854228,0.598058465,0.577870816,0.578216666,0.554902518,0.552786232,0.600948212,0.600166755,0.561613059,0.579110112,0.588926711,0.588079636,0.58514357,0.554373824,0.562258741,0.541574379,0.548265248,0.579519799,0.55950453,0.533922886,0.625375972
cg04894705,0.097451966,0.113759834,0.112000416,0.103695565,0.100270215,0.114566506,0.124022958,0.09281209,0.096416055,0.107503364,0.099855421,0.119715618,0.1417624,0.150683883,0.121658728,0.094833741,0.100474776,0.091802956,0.105058694,0.139848835,0.110632627,0.137725163,0.080581365,0.083302111
cg04958055,0.40008596,0.37878553,0.33091592,0.38111844,0.345752617,0.32906393,0.369571105,0.354588954,0.357777038,0.381546112,0.326051509,0.337601578,0.347916421,0.414588915,0.388272276,0.378974816,0.381580429,0.385694335,0.349205551,0.415956181,0.358047733,0.415463375,0.366503215,0.357240648
cg04987734,0.250621137,0.245014457,0.302048038,0.283647857,0.290101192,0.279564473,0.216349245,0.297486924,0.258801763,0.281292573,0.286724931,0.218687885,0.268814609,0.228164116,0.209402276,0.24868206,0.208399364,0.227933325,0.290099656,0.214160592,0.294374803,0.214362383,0.248993918,0.266832817
cg05100282,0.180972905,0.182060209,0.177744287,0.179676713,0.164579022,0.177003849,0.160366997,0.178519536,0.175961737,0.1805941,0.185691716,0.178060345,0.184169602,0.222733851,0.181512862,0.197825026,0.20169449,0.171212447,0.184019569,0.195962579,0.19675905,0.203498492,0.184625904,0.177670119
cg05110225,0.337841322,0.31836953,0.27501498,0.296845794,0.290434448,0.259992754,0.314067075,0.308767987,0.321622083,0.297763006,0.26782132,0.255964766,0.26179946,0.303645147,0.301031232,0.316604198,0.318494759,0.315409638,0.267794725,0.3608404,0.300309485,0.340579333,0.306418666,0.286608873
cg05185926,0.125901366,0.135181684,0.124265542,0.121359941,0.119129566,0.107481244,0.123692278,0.151797259,0.171784252,0.158052356,0.111667307,0.165030732,0.129663506,0.142051246,0.154377793,0.147518394,0.156662384,0.16087225,0.138320814,0.185651381,0.117458348,0.174077777,0.181107809,0.137689343
cg05193538,0.135308029,0.150284891,0.136285921,0.14329978,0.134198824,0.145881381,0.136478772,0.141053548,0.131444284,0.146076656,0.151217489,0.145931632,0.148185109,0.177400515,0.162883871,0.152815959,0.166803074,0.150585441,0.145838227,0.160956051,0.150496429,0.162241673,0.131903967,0.131074635
cg05213896,0.073290769,0.129449131,0.105588984,0.103143903,0.080586773,0.08257168,0.092738548,0.086439592,0.088165755,0.106649053,0.093422741,0.10900769,0.092956968,0.148170567,0.151303387,0.114691311,0.102895353,0.075235655,0.11976195,0.13228748,0.075021219,0.129021458,0.084759566,0.074787635
cg05234326,0.164881823,0.164708013,0.114555202,0.168085402,0.164358371,0.117606343,0.128753683,0.12280056,0.12650857,0.191840358,0.142036924,0.113997502,0.157997054,0.120840803,0.125708434,0.137764251,0.104503313,0.125932811,0.142649375,0.165924932,0.136967947,0.142687515,0.12845429,0.15293051
cg05249479,0.210576717,0.172349685,0.152955698,0.188716019,0.147410397,0.199630474,0.19327351,0.157532983,0.144168197,0.172977591,0.128882847,0.153144359,0.210009356,0.137857235,0.222705856,0.192199287,0.167184464,0.215769544,0.204531836,0.205423376,0.186492338,0.228111532,0.197678167,0.184741788
cg05254518,0.202066219,0.17375554,0.125019045,0.146253996,0.137325078,0.148106387,0.180747226,0.191034097,0.170387618,0.187951037,0.135361278,0.143475935,0.13433443,0.116108721,0.145504409,0.194966651,0.143981343,0.174513325,0.158146028,0.17925046,0.184072816,0.19089206,0.162235441,0.179351258
cg05264101,0.546136322,0.554892015,0.569980363,0.544110049,0.574710777,0.543611171,0.538427259,0.561167926,0.52902267,0.542714578,0.556746485,0.578845897,0.569668287,0.615886188,0.563133248,0.541097366,0.583385335,0.573966076,0.562393757,0.57695274,0.5828766,0.56361422,0.547219435,0.539392744
cg05289892,0.095314602,0.080607222,0.091020777,0.089351923,0.082414902,0.087655548,0.092956386,0.097543179,0.094054409,0.099787963,0.077847231,0.090951968,0.077850165,0.093164186,0.096603899,0.077350475,0.083450376,0.107032438,0.096141693,0.098778426,0.082325848,0.099883445,0.07309954,0.098880011
cg05307957,0.102013551,0.068214543,0.08609946,0.078371256,0.075716513,0.082411248,0.098800975,0.087487369,0.077442214,0.099208611,0.088069131,0.093204523,0.095574073,0.096526451,0.100650358,0.105995431,0.076936434,0.097097224,0.122143137,0.100569181,0.106336817,0.090757395,0.099227079,0.096267952
cg05428701,0.141851479,0.127105961,0.127770694,0.113494848,0.103043403,0.121430432,0.132179883,0.102211939,0.108257071,0.148272415,0.101249393,0.111118682,0.120762064,0.228252118,0.16062919,0.209688832,0.148912156,0.139459947,0.086743386,0.163781681,0.112500274,0.197594727,0.113515501,0.172257824
cg05496203,0.066931497,0.069753045,0.068426916,0.062931122,0.074608201,0.076628246,0.080688059,0.048954095,0.07608247,0.068867662,0.072318981,0.0583782,0.062498716,0.126800116,0.093849297,0.076987467,0.085652107,0.073700033,0.050232286,0.0998403,0.059597192,0.101575858,0.055130022,0.053552431
cg05504117,0.241568213,0.24489516,0.264325422,0.255962808,0.23412821,0.253103878,0.218709864,0.26477903,0.258475915,0.241352303,0.234556691,0.243798757,0.236448201,0.317984889,0.280673956,0.292361338,0.272641017,0.266709427,0.256147624,0.274426159,0.255927391,0.330368678,0.261822877,0.231298514
cg05520031,0.206580356,0.249939398,0.230677841,0.216539623,0.223651404,0.207837545,0.271115738,0.253256307,0.310136344,0.250892091,0.209778773,0.217791848,0.269885806,0.248882023,0.256992699,0.254057651,0.215331482,0.311487407,0.236407364,0.319956674,0.218120032,0.319290399,0.346453347,0.244927583
cg05581469,0.403004054,0.380808228,0.349872784,0.345176463,0.357567151,0.296335021,0.31421241,0.387207075,0.38862799,0.389277858,0.275684134,0.351473587,0.305191861,0.465288245,0.383824463,0.359269161,0.421840992,0.392342993,0.311180089,0.465734683,0.306883514,0.44209422,0.382516121,0.391175424
cg05596756,0.141401715,0.167447829,0.15144383,0.206792687,0.180127826,0.163823711,0.144250369,0.164527261,0.11263498,0.190006293,0.142009431,0.156198928,0.205326765,0.122769172,0.155226283,0.170629618,0.106249848,0.136424758,0.158481752,0.118200973,0.20212116,0.148225546,0.174123138,0.19381683
cg05614346,0.146197873,0.172510659,0.129979055,0.219336391,0.207949368,0.119914064,0.143680596,0.148282885,0.115340343,0.236127885,0.160973142,0.134857103,0.186030235,0.118563856,0.165534154,0.157104216,0.125532497,0.128532998,0.141340754,0.144514105,0.184504914,0.163094612,0.170079586,0.179099241
cg05627733,0.41299556,0.38399733,0.394062461,0.400052108,0.401133038,0.429724729,0.427290301,0.424228681,0.451317076,0.470831653,0.436686575,0.454803199,0.382257257,0.469035507,0.390686354,0.490037232,0.418564207,0.407697385,0.412811422,0.393576147,0.445640401,0.446130902,0.423348404,0.510778347
cg05711036,0.143656154,0.189416349,0.201627901,0.129662211,0.174336975,0.138527734,0.133588517,0.149422418,0.233165371,0.169078111,0.196949101,0.224248402,0.129104655,0.217864209,0.192861999,0.194848667,0.200957269,0.161108456,0.161738985,0.213419406,0.141047658,0.230687155,0.136452336,0.155488356
cg05711445,0.098052846,0.096190605,0.096489961,0.086772303,0.098673331,0.102058447,0.064772445,0.074659565,0.074896687,0.103617394,0.079568586,0.0878607,0.095736728,0.190451209,0.151470192,0.105761499,0.122244394,0.097739525,0.081596616,0.135202098,0.072879794,0.142203458,0.077551238,0.132770777
cg05731808,0.10513258,0.120807089,0.14467702,0.138298518,0.127115991,0.126302511,0.180420093,0.123427735,0.149809285,0.140075462,0.121658061,0.149691387,0.163146613,0.194122762,0.14075093,0.188559918,0.17628702,0.220386254,0.16014312,0.162087628,0.140513376,0.194498501,0.208729198,0.104909761
cg05768044,0.28295433,0.342965697,0.234104257,0.28302697,0.262784565,0.230264232,0.243961911,0.318537353,0.301671437,0.311959387,0.223018278,0.3202359,0.268221467,0.296356832,0.273747559,0.303517357,0.319416625,0.340139481,0.273965913,0.353668576,0.248617487,0.351602655,0.320392041,0.30618795
cg05828925,0.22917586,0.241664982,0.275268568,0.243905393,0.23865737,0.254307064,0.283186832,0.244548983,0.224428309,0.256085532,0.265445124,0.263352493,0.285288778,0.302556365,0.254537185,0.271389175,0.250223256,0.231387182,0.248138706,0.222368613,0.268869744,0.215580049,0.222529595,0.254535346
